match,teamInnings,battingPos,batsmanName,,runs,balls,4s,6s,SR,match_id,dismissal
India Vs South Africa,South Africa,7,Marco Jansen ,Out,14,30,1,0,46.66,ODI # 4694,c Jadeja b Kuldeep Yadav
India Vs South Africa,South Africa,8,Keshav Maharaj ,Out,7,11,1,0,63.63,ODI # 4694, b Jadeja
India Vs South Africa,South Africa,9,Kagiso Rabada ,Out,6,26,0,0,23.07,ODI # 4694,c & b Jadeja
India Vs South Africa,South Africa,10,Lungi Ngidi ,Out,0,3,0,0,0,ODI # 4694, b Kuldeep Yadav
India Vs South Africa,South Africa,11,Tabraiz Shamsi ,Not_out,4,4,1,0,100,ODI # 4694,
Bangladesh Vs New Zealand,Bangladesh,1,Litton Das ,Out,0,1,0,0,0,ODI # 4668,c Henry b Boult
Bangladesh Vs New Zealand,Bangladesh,2,Tanzid Hasan ,Out,16,17,4,0,94.11,ODI # 4668,c Conway b Ferguson
Bangladesh Vs New Zealand,Bangladesh,3,Mehidy Hasan Miraz ,Out,30,46,4,0,65.21,ODI # 4668,c Henry b Ferguson
Bangladesh Vs New Zealand,Bangladesh,4,Najmul Hossain Shanto ,Out,7,8,1,0,87.5,ODI # 4668,c Conway b Phillips
Bangladesh Vs New Zealand,Bangladesh,5,Shakib Al Hasan ,Out,40,51,3,2,78.43,ODI # 4668,c  Latham b Ferguson
Bangladesh Vs New Zealand,Bangladesh,6,Mushfiqur Rahim,Out,66,75,6,2,88,ODI # 4668, b Henry
Bangladesh Vs New Zealand,Bangladesh,7,Towhid Hridoy ,Out,13,25,0,0,52,ODI # 4668,c Santner b Boult
Bangladesh Vs New Zealand,Bangladesh,8,Mahmudullah ,Not_out,41,49,2,2,83.67,ODI # 4668,
Bangladesh Vs New Zealand,Bangladesh,9,Taskin Ahmed ,Out,17,19,0,2,89.47,ODI # 4668,c Mitchell b Santner
Bangladesh Vs New Zealand,Bangladesh,10,Mustafizur Rahman ,Out,4,10,0,0,40,ODI # 4668,c  Latham b Henry
Bangladesh Vs New Zealand,Bangladesh,11,Shoriful Islam ,Not_out,2,3,0,0,66.66,ODI # 4668,
Bangladesh Vs New Zealand,New Zealand,1,Devon Conway ,Out,45,59,3,0,76.27,ODI # 4668,lbw b Shakib Al Hasan
Bangladesh Vs New Zealand,New Zealand,2,Rachin Ravindra ,Out,9,13,2,0,69.23,ODI # 4668,c  Mushfiqur Rahim b Mustafizur Rahman
Bangladesh Vs New Zealand,New Zealand,3,Ka New Zealandilliamson ,Not_out,78,107,8,1,72.89,ODI # 4668,
Bangladesh Vs New Zealand,New Zealand,4,Daryl Mitchell ,Not_out,89,67,6,4,132.83,ODI # 4668,
Bangladesh Vs New Zealand,New Zealand,5,Glenn Phillips ,Not_out,16,11,1,1,145.45,ODI # 4668,
Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh ,Out,3,9,0,0,33.33,ODI # 4685,c Shakib Al Hasan b Taskin Ahmed
Bangladesh Vs Netherlands,Netherlands,2,Max O' Dowd ,Out,0,3,0,0,0,ODI # 4685,c Tanzid Hasan b Shoriful Islam
Bangladesh Vs Netherlands,Netherlands,3,Wesley Barresi ,Out,41,41,8,0,100,ODI # 4685,c Shakib Al Hasan b Mustafizur Rahman
Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann ,Out,15,33,1,0,45.45,ODI # 4685,c Mustafizur Rahman b Shakib Al Hasan
Bangladesh Vs Netherlands,Netherlands,5,Scott Edwards  ,Out,68,89,6,0,76.4,ODI # 4685,c Mehidy Hasan Miraz b Mustafizur Rahman
Bangladesh Vs Netherlands,Netherlands,6,Basde Leede ,Out,17,32,2,0,53.12,ODI # 4685,c  Mushfiqur Rahim b Taskin Ahmed
Bangladesh Vs Netherlands,Netherlands,7,Sybrand Engelbrecht ,Out,35,61,3,0,57.37,ODI # 4685,lbw b Mahedi Hasan
Bangladesh Vs Netherlands,Netherlands,8,Loganvan Beek ,Not_out,23,16,2,1,143.75,ODI # 4685,
Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad ,Out,6,8,0,0,75,ODI # 4685,run out (Mahmudullah/ Mushfiqur Rahim)
Bangladesh Vs Netherlands,Netherlands,10,Aryan Dutt ,Out,9,6,0,1,150,ODI # 4685,c Mehidy Hasan Miraz b Shoriful Islam
Bangladesh Vs Netherlands,Netherlands,11,Paulvan Meekeren ,Out,0,2,0,0,0,ODI # 4685,lbw b Mahedi Hasan
Bangladesh Vs Netherlands,Bangladesh,1,Litton Das ,Out,3,12,0,0,25,ODI # 4685,c  Edwards b Dutt
Bangladesh Vs Netherlands,Bangladesh,2,Tanzid Hasan ,Out,15,16,3,0,93.75,ODI # 4685,c  Edwards b van Beek
Bangladesh Vs Netherlands,Bangladesh,3,Mehidy Hasan Miraz ,Out,35,40,5,1,87.5,ODI # 4685,c  Edwards b de Leede
Bangladesh Vs Netherlands,Bangladesh,4,Najmul Hossain Shanto ,Out,9,18,2,0,50,ODI # 4685,c van Beek b van Meekeren
Bangladesh Vs Netherlands,Bangladesh,5,Shakib Al Hasan ,Out,5,14,0,0,35.71,ODI # 4685,c  Edwards b van Meekeren
Bangladesh Vs Netherlands,Bangladesh,6,Mushfiqur Rahim,Out,1,5,0,0,20,ODI # 4685, b van Meekeren
Bangladesh Vs Netherlands,Bangladesh,7,Mahmudullah ,Out,20,41,2,0,48.78,ODI # 4685,c Dutt b de Leede
Bangladesh Vs Netherlands,Bangladesh,8,Mahedi Hasan ,Out,17,38,1,0,44.73,ODI # 4685,run out (de Leede)
Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed ,Out,11,35,1,0,31.42,ODI # 4685,c de Leede b van Meekeren
Bangladesh Vs Netherlands,Bangladesh,10,Mustafizur Rahman ,Out,20,35,2,1,57.14,ODI # 4685, b Ackermann
Bangladesh Vs Netherlands,Bangladesh,11,Shoriful Islam ,Not_out,0,0,0,0,-,ODI # 4685,
England Vs New Zealand,England,1,Jonny Bairstow ,Out,33,35,4,1,94.28,ODI # 4658,c Mitchell b Santner
England Vs New Zealand,England,2,Dawid Malan ,Out,14,24,2,0,58.33,ODI # 4658,c  Latham b Henry
England Vs New Zealand,England,3,Joe Root ,Out,77,86,4,1,89.53,ODI # 4658, b Phillips
England Vs New Zealand,England,4,Harry Brook ,Out,25,16,4,1,156.25,ODI # 4658,c Conway b Ravindra
England Vs New Zealand,England,5,Moeen Ali ,Out,11,17,1,0,64.7,ODI # 4658, b Phillips
England Vs New Zealand,England,6,Jos Buttler  ,Out,43,42,2,2,102.38,ODI # 4658,c  Latham b Henry
England Vs New Zealand,England,7,Liam Livingstone ,Out,20,22,3,0,90.9,ODI # 4658,c Henry b Boult
England Vs New Zealand,England,8,Sam Curran ,Out,14,19,0,0,73.68,ODI # 4658,c  Latham b Henry
England Vs New Zealand,England,9,Chris Woakes ,Out,11,12,1,0,91.66,ODI # 4658,c Young b Santner
England Vs New Zealand,England,10,Adil Rashid ,Not_out,15,13,0,1,115.38,ODI # 4658,
England Vs New Zealand,England,11,Mark Wood ,Not_out,13,14,0,0,92.85,ODI # 4658,
England Vs New Zealand,New Zealand,1,Devon Conway ,Not_out,152,121,19,3,125.61,ODI # 4658,
England Vs New Zealand,New Zealand,2,Will Young ,Out,0,1,0,0,0,ODI # 4658,c  Buttler b Curran
England Vs New Zealand,New Zealand,3,Rachin Ravindra ,Not_out,123,96,11,5,128.12,ODI # 4658,
India Vs New Zealand,India,1,Rohit Sharma ,Out,47,29,4,4,162.06,ODI # 4678,c Williamson b South Africaee
India Vs New Zealand,India,2,Shubman Gill ,Not_out,80,66,8,3,121.21,ODI # 4678,
India Vs New Zealand,India,3,Virat Kohli ,Out,117,113,9,2,103.53,ODI # 4678,c Conway b South Africaee
India Vs New Zealand,India,4,Shreyas Iyer ,Out,105,70,4,8,150,ODI # 4678,c Mitchell b Boult
India Vs New Zealand,India,5,K L Rahul,Not_out,39,20,5,2,195,ODI # 4678,
India Vs New Zealand,India,6,Suryakumar Yadav ,Out,1,2,0,0,50,ODI # 4678,c Phillips b South Africaee
India Vs New Zealand,New Zealand,1,Devon Conway ,Out,13,15,3,0,86.66,ODI # 4678,c  Rahul b Mohammed Shami
India Vs New Zealand,New Zealand,2,Rachin Ravindra ,Out,13,22,3,0,59.09,ODI # 4678,c  Rahul b Mohammed Shami
India Vs New Zealand,New Zealand,3,Ka New Zealandilliamson ,Out,69,73,8,1,94.52,ODI # 4678,c Yadav b Mohammed Shami
India Vs New Zealand,New Zealand,4,Daryl Mitchell ,Out,134,119,9,7,112.6,ODI # 4678,c Jadeja b Mohammed Shami
India Vs New Zealand,New Zealand,5,Tom Latham,Out,0,2,0,0,0,ODI # 4678,lbw b Mohammed Shami
India Vs New Zealand,New Zealand,6,Glenn Phillips ,Out,41,33,4,2,124.24,ODI # 4678,c Jadeja b Bumrah
India Vs New Zealand,New Zealand,7,Mark Chapman ,Out,2,5,0,0,40,ODI # 4678,c Jadeja b Kuldeep Yadav
India Vs New Zealand,New Zealand,8,Mitchell Santner ,Out,9,10,0,0,90,ODI # 4678,c Sharma b Mohammed Siraj
India Vs New Zealand,New Zealand,9,Tim Southee,Out,9,10,1,0,90,ODI # 4678,c  Rahul b Mohammed Shami
India Vs New Zealand,New Zealand,10,Trent Boult ,Not_out,2,2,0,0,100,ODI # 4678,
India Vs New Zealand,New Zealand,11,Lockie Ferguson ,Out,6,3,0,1,200,ODI # 4678,c  Rahul b Mohammed Shami
Bangladesh Vs South Africa,South Africa,1,Quintonde Kock,Out,174,140,15,7,124.28,ODI # 4680,c Nasum Ahmed b Hasan Mahmud
Bangladesh Vs South Africa,South Africa,2,Reeza Hendricks ,Out,12,19,1,0,63.15,ODI # 4680, b Shoriful Islam
Bangladesh Vs South Africa,South Africa,3,Rassievan der Dussen ,Out,1,7,0,0,14.28,ODI # 4680,lbw b Mehidy Hasan Miraz
Bangladesh Vs South Africa,South Africa,4,Aiden Markram ,Out,60,69,7,0,86.95,ODI # 4680,c Litton Das b Shakib Al Hasan
Bangladesh Vs South Africa,South Africa,5,Heinrich Klaasen ,Out,90,49,2,8,183.67,ODI # 4680,c Mahmudullah b Hasan Mahmud
Bangladesh Vs South Africa,South Africa,6,David Miller ,Not_out,34,15,1,4,226.66,ODI # 4680,
Bangladesh Vs South Africa,South Africa,7,Marco Jansen ,Not_out,1,1,0,0,100,ODI # 4680,
Bangladesh Vs South Africa,Bangladesh,1,Tanzid Hasan ,Out,12,17,1,0,70.58,ODI # 4680,c  Klaasen b Jansen
Bangladesh Vs South Africa,Bangladesh,2,Litton Das ,Out,22,44,3,1,50,ODI # 4680,lbw b Rabada
Bangladesh Vs South Africa,Bangladesh,3,Najmul Hossain Shanto ,Out,0,1,0,0,0,ODI # 4680,c  Klaasen b Jansen
Bangladesh Vs South Africa,Bangladesh,4,Shakib Al Hasan ,Out,1,4,0,0,25,ODI # 4680,c  Klaasen b Williams
Bangladesh Vs South Africa,Bangladesh,5,Mushfiqur Rahim,Out,8,17,1,0,47.05,ODI # 4680,c sub (AL Phehlukwayo) b Coetzee
Bangladesh Vs South Africa,Bangladesh,6,Mahmudullah ,Out,111,111,11,4,100,ODI # 4680,c Jansen b Coetzee
Bangladesh Vs South Africa,Bangladesh,7,Mehidy Hasan Miraz ,Out,11,19,1,0,57.89,ODI # 4680,c sub (AL Phehlukwayo) b Maharaj
Bangladesh Vs South Africa,Bangladesh,8,Nasum Ahmed ,Out,19,19,3,0,100,ODI # 4680,c & b Coetzee
Bangladesh Vs South Africa,Bangladesh,9,Hasan Mahmud ,Out,15,25,2,0,60,ODI # 4680,c Coetzee b Rabada
Bangladesh Vs South Africa,Bangladesh,10,Mustafizur Rahman ,Out,11,21,2,0,52.38,ODI # 4680,c Miller b Williams
Bangladesh Vs South Africa,Bangladesh,11,Shoriful Islam ,Not_out,6,4,1,0,150,ODI # 4680,
Pakistan Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka ,Out,51,61,7,1,83.6,ODI # 4665,c Abdullah Shafique b Shadab Khan
Pakistan Vs Sri Lanka,Sri Lanka,2,Kusal Perera ,Out,0,4,0,0,0,ODI # 4665,c  Mohammad Rizwan b Hasan Ali
Pakistan Vs Sri Lanka,Sri Lanka,3,Kusal Mendis,Out,122,77,14,6,158.44,ODI # 4665,c Imam-ul-Haq b Hasan Ali
Pakistan Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama ,Out,108,89,11,2,121.34,ODI # 4665,c  Mohammad Rizwan b Hasan Ali
Pakistan Vs Sri Lanka,Sri Lanka,5,Charith Asalanka ,Out,1,3,0,0,33.33,ODI # 4665,c  Mohammad Rizwan b Hasan Ali
Pakistan Vs Sri Lanka,Sri Lanka,6,Dhananjayade Silva ,Out,25,34,3,0,73.52,ODI # 4665,c Shaheen Shah Afridi b Mohammad Nawaz
Pakistan Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka ,Out,12,18,0,0,66.66,ODI # 4665,c Babar Azam b Shaheen Shah Afridi
Pakistan Vs Sri Lanka,Sri Lanka,8,Dunith Wellalage ,Out,10,8,1,0,125,ODI # 4665,c Abdullah Shafique b Haris Rauf
Pakistan Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana ,Out,0,4,0,0,0,ODI # 4665, b Haris Rauf
Pakistan Vs Sri Lanka,Sri Lanka,10,Matheesha Pathirana ,Not_out,1,3,0,0,33.33,ODI # 4665,
Pakistan Vs Sri Lanka,Pakistan,1,Abdullah Shafique ,Out,113,103,10,3,109.7,ODI # 4665,c sub (MADI Hemantha) b Pathirana
Pakistan Vs Sri Lanka,Pakistan,2,Imam-ul- Haq ,Out,12,12,1,0,100,ODI # 4665,c Perera b Madushanka
Pakistan Vs Sri Lanka,Pakistan,3,Babar Azam ,Out,10,15,1,0,66.66,ODI # 4665,c  Samarawickrama b Madushanka
Pakistan Vs Sri Lanka,Pakistan,4,Mohammad Rizwan,Not_out,131,121,8,3,108.26,ODI # 4665,
Pakistan Vs Sri Lanka,Pakistan,5,Saud Shakeel ,Out,31,30,2,0,103.33,ODI # 4665,c Wellalage b Theekshana
Pakistan Vs Sri Lanka,Pakistan,6,Iftikhar Ahmed ,Not_out,22,10,4,0,220,ODI # 4665,
England Vs Pakistan,England,1,Dawid Malan ,Out,31,39,5,0,79.48,ODI # 4701,c  Mohammad Rizwan b Iftikhar Ahmed
England Vs Pakistan,England,2,Jonny Bairstow ,Out,59,61,7,1,96.72,ODI # 4701,c Agha Salman b Haris Rauf
England Vs Pakistan,England,3,Joe Root ,Out,60,72,4,0,83.33,ODI # 4701,c Shadab Khan b Shaheen Shah Afridi
England Vs Pakistan,England,4,Ben Stokes ,Out,84,76,11,2,110.52,ODI # 4701, b Shaheen Shah Afridi
England Vs Pakistan,England,5,Jos Buttler  ,Out,27,18,3,1,150,ODI # 4701,run out (Haris Rauf)
England Vs Pakistan,England,6,Harry Brook ,Out,30,17,2,2,176.47,ODI # 4701,c Shaheen Shah Afridi b Haris Rauf
England Vs Pakistan,England,7,Moeen Ali ,Out,8,6,0,1,133.33,ODI # 4701, b Haris Rauf
England Vs Pakistan,England,8,Chris Woakes ,Not_out,4,4,1,0,100,ODI # 4701,
England Vs Pakistan,England,9,David Willey ,Out,15,5,2,1,300,ODI # 4701,c Iftikhar Ahmed b Mohammad Wasim
England Vs Pakistan,England,10,Gus Atkinson ,Out,0,1,0,0,0,ODI # 4701, b Mohammad Wasim
England Vs Pakistan,England,11,Adil Rashid ,Not_out,0,1,0,0,0,ODI # 4701,
England Vs Pakistan,Pakistan,1,Abdullah Shafique ,Out,0,2,0,0,0,ODI # 4701,lbw b Willey
England Vs Pakistan,Pakistan,2,Fakhar Zaman ,Out,1,9,0,0,11.11,ODI # 4701,c Stokes b Willey
England Vs Pakistan,Pakistan,3,Babar Azam ,Out,38,45,6,0,84.44,ODI # 4701,c Rashid b Atkinson
England Vs Pakistan,Pakistan,4,Mohammad Rizwan,Out,36,51,2,0,70.58,ODI # 4701, b Ali
England Vs Pakistan,Pakistan,5,Saud Shakeel ,Out,29,37,4,0,78.37,ODI # 4701, b Rashid
England Vs Pakistan,Pakistan,6,Agha Salman ,Out,51,45,6,1,113.33,ODI # 4701,c Stokes b Willey
England Vs Pakistan,Pakistan,7,Iftikhar Ahmed ,Out,3,5,0,0,60,ODI # 4701,c Malan b Ali
England Vs Pakistan,Pakistan,8,Shadab Khan ,Out,4,7,1,0,57.14,ODI # 4701, b Rashid
England Vs Pakistan,Pakistan,9,Shaheen Shah Afridi ,Out,25,23,3,1,108.69,ODI # 4701,lbw b Atkinson
England Vs Pakistan,Pakistan,10,Mohammad Wasim ,Not_out,16,14,2,1,114.28,ODI # 4701,
England Vs Pakistan,Pakistan,11,Haris Rauf ,Out,35,23,3,3,152.17,ODI # 4701,c Stokes b Woakes
Afghanistan Vs Australia,Afghanistan,1,Rahmanullah Gurbaz ,Out,21,25,2,0,84,ODI # 4696,c Starc b Hazlewood
Afghanistan Vs Australia,Afghanistan,2,Ibrahim Zadran ,Not_out,129,143,8,3,90.2,ODI # 4696,
Afghanistan Vs Australia,Afghanistan,3,Rahmat Shah ,Out,30,44,1,0,68.18,ODI # 4696,c Hazlewood b Maxwell
Afghanistan Vs Australia,Afghanistan,4,Hashmatullah Shahidi ,Out,26,43,2,0,60.46,ODI # 4696, b Starc
Afghanistan Vs Australia,Afghanistan,5,Azmatullah Omarzai ,Out,22,18,1,2,122.22,ODI # 4696,c Maxwell b Zampa
Afghanistan Vs Australia,Afghanistan,6,Mohammad Nabi ,Out,12,10,0,1,120,ODI # 4696, b Hazlewood
Afghanistan Vs Australia,Afghanistan,7,Rashid Khan ,Not_out,35,18,2,3,194.44,ODI # 4696,
Afghanistan Vs Australia,Australia,1,David Warner ,Out,18,29,3,0,62.06,ODI # 4696, b Azmatullah Omarzai
Afghanistan Vs Australia,Australia,2,Travis Head ,Out,0,2,0,0,0,ODI # 4696,c  Ikram Alikhil b Naveen-ul-Haq
Afghanistan Vs Australia,Australia,3,Mitchell Marsh ,Out,24,11,2,2,218.18,ODI # 4696,lbw b Naveen-ul-Haq
Afghanistan Vs Australia,Australia,4,Marnus Labuschagne ,Out,14,28,2,0,50,ODI # 4696,run out (Rahmat Shah)
Afghanistan Vs Australia,Australia,5,Josh Inglis,Out,0,1,0,0,0,ODI # 4696,c Ibrahim Zadran b Azmatullah Omarzai
Afghanistan Vs Australia,Australia,6,Glenn Maxwell ,Not_out,201,128,21,10,157.03,ODI # 4696,
Afghanistan Vs Australia,Australia,7,Marcus Stoinis ,Out,6,7,1,0,85.71,ODI # 4696,lbw b Rashid Khan
Afghanistan Vs Australia,Australia,8,Mitchell Starc ,Out,3,7,0,0,42.85,ODI # 4696,c  Ikram Alikhil b Rashid Khan
Afghanistan Vs Australia,Australia,9,Pat Cummins ,Not_out,12,68,1,0,17.64,ODI # 4696,
Australia Vs Bangladesh,Bangladesh,1,Tanzid Hasan ,Out,36,34,6,0,105.88,ODI # 4700,c & b Abbott
Australia Vs Bangladesh,Bangladesh,2,Litton Das ,Out,36,45,5,0,80,ODI # 4700,c Labuschagne b Zampa
Australia Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto ,Out,45,57,6,0,78.94,ODI # 4700,run out (Labuschagne/ Inglis)
Australia Vs Bangladesh,Bangladesh,4,Towhid Hridoy ,Out,74,79,5,2,93.67,ODI # 4700,c Labuschagne b Stoinis
Australia Vs Bangladesh,Bangladesh,5,Mahmudullah ,Out,32,28,1,3,114.28,ODI # 4700,run out (Labuschagne)
Australia Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,Out,21,24,0,1,87.5,ODI # 4700,c Cummins b Zampa
Australia Vs Bangladesh,Bangladesh,7,Mehidy Hasan Miraz ,Out,29,20,4,0,145,ODI # 4700,c Cummins b Abbott
Australia Vs Bangladesh,Bangladesh,8,Nasum Ahmed ,Out,7,11,0,0,63.63,ODI # 4700,run out (Abbott)
Australia Vs Bangladesh,Bangladesh,9,Mahedi Hasan ,Not_out,2,3,0,0,66.66,ODI # 4700,
Australia Vs Bangladesh,Bangladesh,10,Taskin Ahmed ,Not_out,0,1,0,0,0,ODI # 4700,
Australia Vs Bangladesh,Australia,1,Travis Head ,Out,10,11,2,0,90.9,ODI # 4700, b Taskin Ahmed
Australia Vs Bangladesh,Australia,2,David Warner ,Out,53,61,6,0,86.88,ODI # 4700,c Najmul Hossain Shanto b Mustafizur Rahman
Australia Vs Bangladesh,Australia,3,Mitchell Marsh ,Not_out,177,132,17,9,134.09,ODI # 4700,
Australia Vs Bangladesh,Australia,4,Steven Smith ,Not_out,63,64,4,1,98.43,ODI # 4700,
India Vs Bangladesh,Bangladesh,1,Tanzid Hasan ,Out,51,43,5,3,118.6,ODI # 4674,lbw b Kuldeep Yadav
India Vs Bangladesh,Bangladesh,2,Litton Das ,Out,66,82,7,0,80.48,ODI # 4674,c Shubman Gill b Jadeja
India Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto ,Out,8,17,0,0,47.05,ODI # 4674,lbw b Jadeja
India Vs Bangladesh,Bangladesh,4,Mehidy Hasan Miraz ,Out,3,13,0,0,23.07,ODI # 4674,c  Rahul b Mohammed Siraj
India Vs Bangladesh,Bangladesh,5,Towhid Hridoy ,Out,16,35,0,0,45.71,ODI # 4674,c Shubman Gill b Thakur
India Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,Out,38,46,1,1,82.6,ODI # 4674,c Jadeja b Bumrah
India Vs Bangladesh,Bangladesh,7,Mahmudullah ,Out,46,36,3,3,127.77,ODI # 4674, b Bumrah
India Vs Bangladesh,Bangladesh,8,Nasum Ahmed ,Out,14,18,2,0,77.77,ODI # 4674,c  Rahul b Mohammed Siraj
India Vs Bangladesh,Bangladesh,9,Mustafizur Rahman ,Not_out,1,7,0,0,14.28,ODI # 4674,
India Vs Bangladesh,Bangladesh,10,Shoriful Islam ,Not_out,7,3,0,1,233.33,ODI # 4674,
India Vs Bangladesh,India,1,Rohit Sharma ,Out,48,40,7,2,120,ODI # 4674,c Towhid Hridoy b Hasan Mahmud
India Vs Bangladesh,India,2,Shubman Gill ,Out,53,55,5,2,96.36,ODI # 4674,c Mahmudullah b Mehidy Hasan Miraz
India Vs Bangladesh,India,3,Virat Kohli ,Not_out,103,97,6,4,106.18,ODI # 4674,
India Vs Bangladesh,India,4,Shreyas Iyer ,Out,19,25,2,0,76,ODI # 4674,c Mahmudullah b Mehidy Hasan Miraz
India Vs Bangladesh,India,5,K L Rahul,Not_out,34,34,3,1,100,ODI # 4674,
Australia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka ,Out,61,67,8,0,91.04,ODI # 4671,c Warner b Cummins
Australia Vs Sri Lanka,Sri Lanka,2,Kusal Perera ,Out,78,82,12,0,95.12,ODI # 4671, b Cummins
Australia Vs Sri Lanka,Sri Lanka,3,Kusal Mendis  ,Out,9,13,0,0,69.23,ODI # 4671,c Warner b Zampa
Australia Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama ,Out,8,8,1,0,100,ODI # 4671,lbw b Zampa
Australia Vs Sri Lanka,Sri Lanka,5,Charith Asalanka ,Out,25,39,0,1,64.1,ODI # 4671,c Labuschagne b Maxwell
Australia Vs Sri Lanka,Sri Lanka,6,Dhananjayade Silva ,Out,7,13,1,0,53.84,ODI # 4671, b Starc
Australia Vs Sri Lanka,Sri Lanka,7,Dunith Wellalage ,Out,2,9,0,0,22.22,ODI # 4671,run out (Cummins)
Australia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne ,Out,2,11,0,0,18.18,ODI # 4671,lbw b Zampa
Australia Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana ,Out,0,5,0,0,0,ODI # 4671,lbw b Zampa
Australia Vs Sri Lanka,Sri Lanka,10,Lahiru Kumara ,Out,4,8,1,0,50,ODI # 4671, b Starc
Australia Vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka ,Not_out,0,6,0,0,0,ODI # 4671,
Australia Vs Sri Lanka,Australia,1,Mitchell Marsh ,Out,52,51,9,0,101.96,ODI # 4671,run out (Karunaratne/ Mendis)
Australia Vs Sri Lanka,Australia,2,David Warner ,Out,11,6,0,1,183.33,ODI # 4671,lbw b Madushanka
Australia Vs Sri Lanka,Australia,3,Steven Smith ,Out,0,5,0,0,0,ODI # 4671,lbw b Madushanka
Australia Vs Sri Lanka,Australia,4,Marnus Labuschagne ,Out,40,60,2,0,66.66,ODI # 4671,c Karunaratne b Madushanka
Australia Vs Sri Lanka,Australia,5,Josh Inglis,Out,58,59,5,1,98.3,ODI # 4671,c Theekshana b Wellalage
Australia Vs Sri Lanka,Australia,6,Glenn Maxwell ,Not_out,31,21,4,2,147.61,ODI # 4671,
Australia Vs Sri Lanka,Australia,7,Marcus Stoinis ,Not_out,20,10,2,1,200,ODI # 4671,
Afghanistan Vs Pakistan,Pakistan,1,Abdullah Shafique ,Out,58,75,5,2,77.33,ODI # 4679,lbw b Noor Ahmad
Afghanistan Vs Pakistan,Pakistan,2,Imam-ul- Haq ,Out,17,22,2,0,77.27,ODI # 4679,c Naveen-ul-Haq b Azmatullah Omarzai
Afghanistan Vs Pakistan,Pakistan,3,Babar Azam ,Out,74,92,4,1,80.43,ODI # 4679,c Mohammad Nabi b Noor Ahmad
Afghanistan Vs Pakistan,Pakistan,4,Mohammad Rizwan,Out,8,10,0,1,80,ODI # 4679,c Mujeeb Ur Rahman b Noor Ahmad
Afghanistan Vs Pakistan,Pakistan,5,Saud Shakeel ,Out,25,34,3,0,73.52,ODI # 4679,c Rashid Khan b Mohammad Nabi
Afghanistan Vs Pakistan,Pakistan,6,Shadab Khan ,Out,40,38,1,1,105.26,ODI # 4679,c Mohammad Nabi b Naveen-ul-Haq
Afghanistan Vs Pakistan,Pakistan,7,Iftikhar Ahmed ,Out,40,27,2,4,148.14,ODI # 4679,c Azmatullah Omarzai b Naveen-ul-Haq
Afghanistan Vs Pakistan,Pakistan,8,Shaheen Shah Afridi ,Not_out,3,3,0,0,100,ODI # 4679,
Afghanistan Vs Pakistan,Afghanistan,1,Rahmanullah Gurbaz ,Out,65,53,9,1,122.64,ODI # 4679,c Usama Mir b Shaheen Shah Afridi
Afghanistan Vs Pakistan,Afghanistan,2,Ibrahim Zadran ,Out,87,113,10,0,76.99,ODI # 4679,c  Mohammad Rizwan b Hasan Ali
Afghanistan Vs Pakistan,Afghanistan,3,Rahmat Shah ,Not_out,77,84,5,2,91.66,ODI # 4679,
Afghanistan Vs Pakistan,Afghanistan,4,Hashmatullah Shahidi ,Not_out,48,45,4,0,106.66,ODI # 4679,
India Vs Sri Lanka,India,1,Rohit Sharma ,Out,4,2,1,0,200,ODI # 4690, b Madushanka
India Vs Sri Lanka,India,2,Shubman Gill ,Out,92,92,11,2,100,ODI # 4690,c  Mendis b Madushanka
India Vs Sri Lanka,India,3,Virat Kohli ,Out,88,94,11,0,93.61,ODI # 4690,c Nissanka b Madushanka
India Vs Sri Lanka,India,4,Shreyas Iyer ,Out,82,56,3,6,146.42,ODI # 4690,c Theekshana b Madushanka
India Vs Sri Lanka,India,5,K L Rahul,Out,21,19,2,0,110.52,ODI # 4690,c Hemantha b Chameera
India Vs Sri Lanka,India,6,Suryakumar Yadav ,Out,12,9,2,0,133.33,ODI # 4690,c  Mendis b Madushanka
India Vs Sri Lanka,India,7,Ravindra Jadeja ,Out,35,24,1,1,145.83,ODI # 4690,run out (Samarawickrama/ Mendis)
India Vs Sri Lanka,India,8,Mohammed Shami ,Out,2,4,0,0,50,ODI # 4690,run out ( Mendis)
India Vs Sri Lanka,India,9,Jasprit Bumrah ,Not_out,1,1,0,0,100,ODI # 4690,
